base_date,airport,airport_-1day,airport_-2day,총관광객,내국인,tourist_-1day,tourist_-2day,base_day,fri,mon,sat,sun,thu,tue,wed,평균기온,강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),weekend,holiday,holiandweekend,std_airport,month,01,02,03,04,05,06,07,08,09,10,11,12,관광지하차관광객(y)
20190716,6501,6109,7192,39269,34482,42186,43931,tue,0,0,0,0,0,1,0,24.8,0.0,0.0,8.0,3.2,0,0,0,1.521781908927886,07,0,0,0,0,0,0,1,0,0,0,0,0,4811
20190717,5332,6501,6109,40301,35443,39269,42186,wed,0,0,0,0,0,0,1,25.0,3.63,6.8,6.4,2.9,0,0,0,0.5538430684510716,07,0,0,0,0,0,0,1,0,0,0,0,0,4769
20190718,5119,5332,6501,40794,36117,40301,39269,thu,0,0,0,0,1,0,0,24.2,8.0,21.3,5.0,2.5,0,0,0,0.3774778220682132,07,0,0,0,0,0,0,1,0,0,0,0,0,4616
20190719,3913,5119,5332,28448,25622,40794,40301,fri,1,0,0,0,0,0,0,24.1,24.0,187.7,8.4,3.8,0,0,0,-0.6210972349164215,07,0,0,0,0,0,0,1,0,0,0,0,0,3320
20190720,4090,3913,5119,30801,26396,28448,40794,sat,0,0,1,0,0,0,0,25.7,16.38,43.8,9.6,5.4,1,0,1,-0.47454019918982093,07,0,0,0,0,0,0,1,0,0,0,0,0,2747
20190721,5466,4090,3913,44979,39248,30801,28448,sun,0,0,0,1,0,0,0,27.3,0.0,0.0,7.7,3.9,1,0,1,0.6647958525604755,07,0,0,0,0,0,0,1,0,0,0,0,0,4006
20190722,5726,5466,4090,44528,39052,44979,30801,mon,0,1,0,0,0,0,0,27.1,2.55,108.3,5.7,2.1,0,0,0,0.8800773739667814,07,0,0,0,0,0,0,1,0,0,0,0,0,4094
20190723,6100,5726,5466,40628,35806,44528,44979,tue,0,0,0,0,0,1,0,27.6,0.0,0.0,5.0,2.3,0,0,0,1.189751562451237,07,0,0,0,0,0,0,1,0,0,0,0,0,5194
20190724,5643,6100,5726,43490,38398,40628,44528,wed,0,0,0,0,0,0,1,27.9,0.0,0.0,4.9,2.3,0,0,0,0.8113528882870761,07,0,0,0,0,0,0,1,0,0,0,0,0,5203
20190725,5688,5643,6100,45234,40000,43490,40628,thu,0,0,0,0,1,0,0,27.9,0.0,0.0,5.0,2.2,0,0,0,0.8486131516073983,07,0,0,0,0,0,0,1,0,0,0,0,0,5157
20190726,5654,5688,5643,45420,39737,45234,43490,fri,1,0,0,0,0,0,0,27.8,0.0,0.0,4.4,1.9,0,0,0,0.8204609526542659,07,0,0,0,0,0,0,1,0,0,0,0,0,4829
20190727,4847,5654,5688,53083,45708,45420,45234,sat,0,0,1,0,0,0,0,28.1,1.42,14.7,4.0,1.6,1,0,1,0.15226023044315462,07,0,0,0,0,0,0,1,0,0,0,0,0,4175
20190728,5610,4847,5654,48085,42810,53083,45420,sun,0,0,0,1,0,0,0,29.3,0.0,0.0,6.2,2.4,1,0,1,0.7840286951855064,07,0,0,0,0,0,0,1,0,0,0,0,0,4255
20190729,5902,5610,4847,47790,42338,48085,53083,mon,0,1,0,0,0,0,0,28.7,0.0,0.0,5.0,2.1,0,0,0,1.0258064038418193,07,0,0,0,0,0,0,1,0,0,0,0,0,4736
20190730,6288,5902,5610,44980,40240,47790,48085,tue,0,0,0,0,0,1,0,30.4,0.0,0.0,6.5,2.4,0,0,0,1.3454166625450275,07,0,0,0,0,0,0,1,0,0,0,0,0,4791
20190731,5028,6288,5902,49818,44793,44980,47790,wed,0,0,0,0,0,0,1,29.5,0.0,0.0,5.3,2.3,0,0,0,0.3021292895760061,07,0,0,0,0,0,0,1,0,0,0,0,0,4758
20190801,4734,5028,6288,52061,46723,49818,44980,thu,0,0,0,0,1,0,0,29.2,0.0,0.0,4.9,2.0,0,0,0,0.05869556921656778,08,0,0,0,0,0,0,0,1,0,0,0,0,4668
20190802,5876,4734,5028,48151,42484,52061,49818,fri,1,0,0,0,0,0,0,28.8,0.0,0.0,6.9,2.9,0,0,0,1.0042782517011888,08,0,0,0,0,0,0,0,1,0,0,0,0,4772
20190803,5137,5876,4734,50526,44942,48151,52061,sat,0,0,1,0,0,0,0,29.0,0.0,0.0,6.8,2.7,1,0,1,0.3923819273963421,08,0,0,0,0,0,0,0,1,0,0,0,0,4503
20190804,5525,5137,5876,49119,43416,50526,48151,sun,0,0,0,1,0,0,0,27.9,0.0,0.0,7.6,3.3,1,0,1,0.7136481978026756,08,0,0,0,0,0,0,0,1,0,0,0,0,4442
20190805,5823,5525,5137,49745,43998,49119,50526,mon,0,1,0,0,0,0,0,27.8,0.0,0.0,5.1,2.4,0,0,0,0.9603939415683649,08,0,0,0,0,0,0,0,1,0,0,0,0,5165
20190806,5369,5823,5525,41013,35855,49745,49119,tue,0,0,0,0,0,1,0,28.8,0.0,0.0,4.0,2.2,0,0,0,0.584479284958892,08,0,0,0,0,0,0,0,1,0,0,0,0,4879
20190807,5148,5369,5823,42731,37378,41013,49745,wed,0,0,0,0,0,0,1,29.6,0.0,0.0,5.0,2.0,0,0,0,0.40148999176353195,08,0,0,0,0,0,0,0,1,0,0,0,0,4785
20190808,5157,5148,5369,44366,38879,42731,41013,thu,0,0,0,0,1,0,0,31.1,0.0,0.0,6.4,3.0,0,0,0,0.4089420444275964,08,0,0,0,0,0,0,0,1,0,0,0,0,5027
20190809,5760,5157,5148,42907,38358,44366,42731,fri,1,0,0,0,0,0,0,30.1,0.0,0.0,5.9,3.4,0,0,0,0.9082295729199138,08,0,0,0,0,0,0,0,1,0,0,0,0,5218
20190810,4822,5760,5157,43545,38808,42907,44366,sat,0,0,1,0,0,0,0,29.5,0.37,0.0,6.7,4.7,1,0,1,0.13156008415408674,08,0,0,0,0,0,0,0,1,0,0,0,0,4743
20190811,4541,4822,5760,44348,38570,43545,42907,sun,0,0,0,1,0,0,0,28.7,18.37,25.0,10.1,5.7,1,0,1,-0.10110956013503629,08,0,0,0,0,0,0,0,1,0,0,0,0,3121
20190812,5707,4541,4822,46940,40577,44348,43545,mon,0,1,0,0,0,0,0,29.7,7.67,12.0,5.7,2.2,0,0,0,0.8643452627870899,08,0,0,0,0,0,0,0,1,0,0,0,0,4674
20190813,6866,5707,4541,45588,40501,46940,44348,tue,0,0,0,0,0,1,0,29.2,0.0,0.0,5.7,2.5,0,0,0,1.824004044748277,08,0,0,0,0,0,0,0,1,0,0,0,0,5447
20190814,5656,6866,5707,47699,41944,45588,46940,wed,0,0,0,0,0,0,1,28.6,0.62,1.2,4.7,2.4,0,0,0,0.8221169643573913,08,0,0,0,0,0,0,0,1,0,0,0,0,5383
20190815,4584,5656,6866,53283,46163,47699,45588,thu,0,0,0,0,1,0,0,27.1,0.08,0.0,6.6,4.1,0,1,1,-0.06550530851783952,08,0,0,0,0,0,0,0,1,0,0,0,0,4681
20190816,4428,4584,5656,42998,36933,53283,47699,fri,1,0,0,0,0,0,0,27.7,1.8,4.5,7.1,4.4,0,0,0,-0.19467422136162313,08,0,0,0,0,0,0,0,1,0,0,0,0,4201
20190817,41,4428,4584,44321,36767,42998,53283,sat,0,0,1,0,0,0,0,28.8,0.0,0.0,5.8,3.1,1,0,1,-3.8271358921672554,08,0,0,0,0,0,0,0,1,0,0,0,0,11
20190818,46,41,4428,46432,40716,44321,42998,sun,0,0,0,1,0,0,0,27.2,0.0,0.0,3.5,2.0,1,0,1,-3.822995862909442,08,0,0,0,0,0,0,0,1,0,0,0,0,51
20190819,296,46,41,47752,41976,46432,44321,mon,0,1,0,0,0,0,0,26.3,0.0,0.0,4.0,1.9,0,0,0,-3.615994400018763,08,0,0,0,0,0,0,0,1,0,0,0,0,417
20190820,1485,296,46,42406,37202,47752,46432,tue,0,0,0,0,0,1,0,27.1,2.3,0.1,6.9,3.4,0,0,0,-2.6314954425106944,08,0,0,0,0,0,0,0,1,0,0,0,0,1301
20190821,6329,1485,296,43035,37435,42406,47752,wed,0,0,0,0,0,0,1,28.1,2.95,3.4,3.9,1.3,0,0,0,1.3793649024590988,08,0,0,0,0,0,0,0,1,0,0,0,0,6265
20190822,6074,6329,1485,44427,38703,43035,42406,thu,0,0,0,0,1,0,0,28.5,1.82,6.3,7.2,3.2,0,0,0,1.1682234103106064,08,0,0,0,0,0,0,0,1,0,0,0,0,6136
20190823,5722,6074,6329,44460,38779,44427,43035,fri,1,0,0,0,0,0,0,27.4,0.2,0.0,4.3,2.1,0,0,0,0.8767653505605306,08,0,0,0,0,0,0,0,1,0,0,0,0,5776
20190824,4805,5722,6074,46834,41120,44460,44427,sat,0,0,1,0,0,0,0,27.0,0.0,0.0,4.8,2.1,1,0,1,0.11748398467752057,08,0,0,0,0,0,0,0,1,0,0,0,0,4135
20190825,235,4805,5722,46169,40560,46834,44460,sun,0,0,0,1,0,0,0,25.5,0.67,0.1,7.1,2.1,1,0,1,-3.6665027569640887,08,0,0,0,0,0,0,0,1,0,0,0,0,204
20190826,1693,235,4805,47234,41852,46169,46834,mon,0,1,0,0,0,0,0,25.9,3.7,0.3,6.1,2.5,0,0,0,-2.4592702253856498,08,0,0,0,0,0,0,0,1,0,0,0,0,1260
20190827,6685,1693,235,43461,38339,47234,46169,tue,0,0,0,0,0,1,0,26.9,10.93,87.2,6.5,3.0,0,0,0,1.6741349856154255,08,0,0,0,0,0,0,0,1,0,0,0,0,5669
20190828,4807,6685,1693,44705,39601,43461,47234,wed,0,0,0,0,0,0,1,24.8,12.38,33.3,6.0,2.0,0,0,0,0.119139996380646,08,0,0,0,0,0,0,0,1,0,0,0,0,5031
20190903,26,4807,6685,32745,28048,44705,43461,tue,0,0,0,0,0,1,0,24.8,5.32,13.9,6.2,2.2,0,0,0,-3.8395559799406964,09,0,0,0,0,0,0,0,0,1,0,0,0,7
20190904,88,26,4807,32981,27846,32745,44705,wed,0,0,0,0,0,0,1,24.7,9.55,43.0,4.5,1.6,0,0,0,-3.788219617143808,09,0,0,0,0,0,0,0,0,1,0,0,0,132
20190905,1298,88,26,32182,26964,32981,32745,thu,0,0,0,0,1,0,0,26.2,7.12,7.0,4.2,1.6,0,0,0,-2.7863325367529224,09,0,0,0,0,0,0,0,0,1,0,0,0,968
20190906,3229,1298,88,19376,16626,32182,32981,fri,1,0,0,0,0,0,0,26.8,13.6,68.8,10.6,4.2,0,0,0,-1.1874532373853188,09,0,0,0,0,0,0,0,0,1,0,0,0,2873
20190907,2577,3229,1298,13218,9071,19376,32182,sat,0,0,1,0,0,0,0,27.6,8.68,34.3,12.4,6.5,1,0,1,-1.7273130526042093,09,0,0,0,0,0,0,0,0,1,0,0,0,2619
20190908,4581,2577,3229,35460,30062,13218,19376,sun,0,0,0,1,0,0,0,24.5,9.9,19.0,4.4,2.0,1,0,1,-0.06798932607252767,09,0,0,0,0,0,0,0,0,1,0,0,0,3068
20190909,5212,4581,2577,30641,25878,35460,13218,mon,0,1,0,0,0,0,0,26.2,12.2,24.7,5.3,2.7,0,0,0,0.4544823662635457,09,0,0,0,0,0,0,0,0,1,0,0,0,3960
20190910,6282,5212,4581,39387,35124,30641,35460,tue,0,0,0,0,0,1,0,27.0,0.33,0.0,3.9,1.7,0,0,0,1.3404486274356513,09,0,0,0,0,0,0,0,0,1,0,0,0,5313
20190911,5568,6282,5212,47473,42774,39387,30641,wed,0,0,0,0,0,0,1,26.0,2.7,5.0,3.8,1.8,0,0,0,0.7492524494198725,09,0,0,0,0,0,0,0,0,1,0,0,0,4864
20190912,4440,5568,6282,53568,47767,47473,39387,thu,0,0,0,0,1,0,0,24.1,3.23,0.6,4.9,3.2,0,1,1,-0.18473815114287054,09,0,0,0,0,0,0,0,0,1,0,0,0,4201
20190913,4720,4440,5568,45579,39852,53568,47473,fri,1,0,0,0,0,0,0,24.0,0.0,0.0,7.0,3.0,0,1,1,0.047103487294689765,09,0,0,0,0,0,0,0,0,1,0,0,0,4717
20190914,7602,4720,4440,43146,37732,45579,53568,sat,0,0,1,0,0,0,0,24.3,0.0,0.0,4.1,2.1,1,1,1,2.4334163514984355,09,0,0,0,0,0,0,0,0,1,0,0,0,4375
20190915,10814,7602,4720,47024,42380,43146,45579,sun,0,0,0,1,0,0,0,24.6,0.0,0.0,3.7,1.9,1,0,1,5.092971146717877,09,0,0,0,0,0,0,0,0,1,0,0,0,4264
20190916,7634,10814,7602,44868,39517,47024,43146,mon,0,1,0,0,0,0,0,24.6,0.0,0.0,4.0,1.9,0,0,0,2.4599125387484424,09,0,0,0,0,0,0,0,0,1,0,0,0,4574
20190917,6256,7634,10814,45866,39998,44868,47024,tue,0,0,0,0,0,1,0,23.8,0.0,0.0,6.0,2.8,0,0,0,1.3189204752950205,09,0,0,0,0,0,0,0,0,1,0,0,0,5036
20190918,5648,6256,7634,45244,39767,45866,44868,wed,0,0,0,0,0,0,1,23.3,0.0,0.0,4.6,2.4,0,0,0,0.8154929175448896,09,0,0,0,0,0,0,0,0,1,0,0,0,5047
20190919,5933,5648,6256,44700,39348,45244,45866,thu,0,0,0,0,1,0,0,22.8,0.0,0.0,7.3,3.2,0,0,0,1.0514745852402636,09,0,0,0,0,0,0,0,0,1,0,0,0,5096
20190920,4896,5933,5648,39589,33743,44700,45244,fri,1,0,0,0,0,0,0,22.5,2.6,0.0,7.6,3.9,0,0,0,0.19283251716972769,09,0,0,0,0,0,0,0,0,1,0,0,0,4880
20190921,3825,4896,5933,32061,28193,39589,44700,sat,0,0,1,0,0,0,0,20.5,19.85,156.0,10.4,5.3,1,0,1,-0.6939617498539405,09,0,0,0,0,0,0,0,0,1,0,0,0,2680
20190922,2294,3825,4896,8032,6636,32061,39589,sun,0,0,0,1,0,0,0,20.4,21.23,126.2,17.4,9.2,1,0,1,-1.9616387085964577,09,0,0,0,0,0,0,0,0,1,0,0,0,1139
20190923,6054,2294,3825,51261,43555,8032,32061,mon,0,1,0,0,0,0,0,21.0,2.08,0.0,5.1,2.5,0,0,0,1.151663293279352,09,0,0,0,0,0,0,0,0,1,0,0,0,4625
20190924,5836,6054,2294,45688,40482,51261,8032,tue,0,0,0,0,0,1,0,20.4,0.0,0.0,3.5,2.0,0,0,0,0.9711580176386801,09,0,0,0,0,0,0,0,0,1,0,0,0,4711
20190925,5469,5836,6054,45872,40317,45688,51261,wed,0,0,0,0,0,0,1,21.8,0.0,0.0,5.7,2.5,0,0,0,0.6672798701151635,09,0,0,0,0,0,0,0,0,1,0,0,0,5000
20190926,5645,5469,5836,45571,39855,45872,45688,thu,0,0,0,0,1,0,0,23.8,4.18,1.0,6.5,3.6,0,0,0,0.8130088999902015,09,0,0,0,0,0,0,0,0,1,0,0,0,5054
20190927,5280,5645,5469,46025,40239,45571,45872,fri,1,0,0,0,0,0,0,23.8,7.2,36.0,5.6,3.1,0,0,0,0.5107867641698104,09,0,0,0,0,0,0,0,0,1,0,0,0,4621
20190928,4872,5280,5645,46013,40224,46025,45571,sat,0,0,1,0,0,0,0,24.1,1.12,0.7,4.6,2.0,1,0,1,0.1729603767322225,09,0,0,0,0,0,0,0,0,1,0,0,0,4545
20190929,6797,4872,5280,45170,39847,46013,46025,sun,0,0,0,1,0,0,0,24.1,3.02,0.0,3.9,1.5,1,0,1,1.7668716409904497,09,0,0,0,0,0,0,0,0,1,0,0,0,4422
20190930,5729,6797,4872,39957,34212,45170,46013,mon,0,1,0,0,0,0,0,23.6,3.05,22.6,4.2,1.2,0,0,0,0.8825613915214696,09,0,0,0,0,0,0,0,0,1,0,0,0,5227
20191001,5160,5729,6797,36904,32610,39957,45170,tue,0,0,0,0,0,1,0,23.4,15.52,36.3,4.9,2.5,0,0,0,0.41142606198228454,10,0,0,0,0,0,0,0,0,0,1,0,0,4741
20191002,2513,5160,5729,13724,11859,36904,39957,wed,0,0,0,0,0,0,1,24.8,19.27,136.2,9.6,4.9,0,0,0,-1.7803054271042231,10,0,0,0,0,0,0,0,0,0,1,0,0,2721
20191003,4037,2513,5160,52192,44000,13724,36904,thu,0,0,0,0,1,0,0,23.4,7.1,0.2,10.5,5.0,0,1,1,-0.5184245093226448,10,0,0,0,0,0,0,0,0,0,1,0,0,4728
20191004,6504,4037,2513,50723,45207,52192,13724,fri,1,0,0,0,0,0,0,23.1,0.0,0.0,3.6,2.0,0,0,0,1.524265926482574,10,0,0,0,0,0,0,0,0,0,1,0,0,5710
20191005,5633,6504,4037,45126,39929,50723,52192,sat,0,0,1,0,0,0,0,20.8,0.0,0.0,5.5,3.0,1,0,1,0.8030728297714489,10,0,0,0,0,0,0,0,0,0,1,0,0,5456
20191006,6899,5633,6504,46040,41128,45126,50723,sun,0,0,0,1,0,0,0,20.8,3.22,1.0,6.2,2.7,1,0,1,1.8513282378498466,10,0,0,0,0,0,0,0,0,0,1,0,0,5548
20191007,6270,6899,5633,44501,39088,46040,45126,mon,0,1,0,0,0,0,0,21.8,0.67,0.0,6.7,3.3,0,0,0,1.3305125572168985,10,0,0,0,0,0,0,0,0,0,1,0,0,5748
20191008,4843,6270,6899,45610,40602,44501,46040,tue,0,0,0,0,0,1,0,20.5,0.0,0.0,5.7,3.6,0,0,0,0.14894820703690376,10,0,0,0,0,0,0,0,0,0,1,0,0,5000
20191009,1381,4843,6270,46936,41715,45610,44501,wed,0,0,0,0,0,0,1,17.6,0.0,0.0,3.5,1.9,0,1,1,-2.717608051073217,10,0,0,0,0,0,0,0,0,0,1,0,0,1048
20191010,6108,1381,4843,43266,37952,46936,45610,thu,0,0,0,0,1,0,0,19.0,0.0,0.0,4.1,2.1,0,0,0,1.1963756092637388,10,0,0,0,0,0,0,0,0,0,1,0,0,6204
20191011,4886,6108,1381,45236,39351,43266,46936,fri,1,0,0,0,0,0,0,21.0,0.0,0.0,4.2,2.1,0,0,0,0.18455245865410053,10,0,0,0,0,0,0,0,0,0,1,0,0,5953
20191012,4946,4886,6108,45975,40797,45236,43266,sat,0,0,1,0,0,0,0,21.4,0.0,0.0,5.9,2.4,1,0,1,0.23423280974786345,10,0,0,0,0,0,0,0,0,0,1,0,0,4833
20191013,6838,4946,4886,46245,40929,45975,45236,sun,0,0,0,1,0,0,0,19.7,0.0,0.0,6.8,2.9,1,0,1,1.8008198809045208,10,0,0,0,0,0,0,0,0,0,1,0,0,4611
20191014,5481,6838,4946,50089,44420,46245,45975,mon,0,1,0,0,0,0,0,19.3,0.0,0.0,5.8,2.9,0,0,0,0.6772159403339162,10,0,0,0,0,0,0,0,0,0,1,0,0,5153
20191015,5160,5481,6838,49163,42769,50089,46245,tue,0,0,0,0,0,1,0,17.4,6.98,3.2,5.8,2.3,0,0,0,0.41142606198228454,10,0,0,0,0,0,0,0,0,0,1,0,0,4804
20191016,5346,5160,5481,47610,42382,49163,50089,wed,0,0,0,0,0,0,1,18.1,0.0,0.0,4.8,2.4,0,0,0,0.5654351503729496,10,0,0,0,0,0,0,0,0,0,1,0,0,5079
20191017,5516,5346,5160,47827,42448,47610,49163,thu,0,0,0,0,1,0,0,19.3,0.0,0.0,7.1,3.1,0,0,0,0.7061961451386112,10,0,0,0,0,0,0,0,0,0,1,0,0,5231
20191018,5211,5516,5346,49177,43417,47827,47610,fri,1,0,0,0,0,0,0,19.1,12.87,8.3,6.1,3.3,0,0,0,0.45365436041198304,10,0,0,0,0,0,0,0,0,0,1,0,0,4338
20191019,5147,5211,5516,50245,43928,49177,47827,sat,0,0,1,0,0,0,0,19.8,0.63,0.0,4.0,2.3,1,0,1,0.4006619859119692,10,0,0,0,0,0,0,0,0,0,1,0,0,5313
20191020,6859,5147,5211,46861,41411,50245,49177,sun,0,0,0,1,0,0,0,19.1,0.0,0.0,5.2,2.3,1,0,1,1.818208003787338,10,0,0,0,0,0,0,0,0,0,1,0,0,4731
20191021,5743,6859,5147,49567,43996,46861,50245,mon,0,1,0,0,0,0,0,19.9,0.0,0.0,5.8,2.8,0,0,0,0.8941534734433476,10,0,0,0,0,0,0,0,0,0,1,0,0,5147
20191022,5533,5743,6859,46957,41947,49567,46861,tue,0,0,0,0,0,1,0,20.8,0.8,0.5,5.8,2.9,0,0,0,0.7202722446151774,10,0,0,0,0,0,0,0,0,0,1,0,0,5406
20191023,5788,5533,5743,49130,42310,46957,49567,wed,0,0,0,0,0,0,1,20.3,3.67,0.6,6.7,3.1,0,0,0,0.9314137367636698,10,0,0,0,0,0,0,0,0,0,1,0,0,5247
20191024,5787,5788,5533,47865,42701,49130,46957,thu,0,0,0,0,1,0,0,20.1,5.43,2.3,8.3,3.4,0,0,0,0.9305857309121071,10,0,0,0,0,0,0,0,0,0,1,0,0,5330
20191025,5401,5787,5788,48076,42564,47865,49130,fri,1,0,0,0,0,0,0,20.1,0.0,0.0,4.2,2.5,0,0,0,0.6109754722088989,10,0,0,0,0,0,0,0,0,0,1,0,0,5131
20191026,4774,5401,5787,49147,43789,48076,47865,sat,0,0,1,0,0,0,0,16.5,0.0,0.0,6.3,4.3,1,0,1,0.0918158032790764,10,0,0,0,0,0,0,0,0,0,1,0,0,4877
20191027,6170,4774,5401,43693,39140,49147,48076,sun,0,0,0,1,0,0,0,16.0,0.0,0.0,4.5,2.6,1,0,1,1.2477119720606271,10,0,0,0,0,0,0,0,0,0,1,0,0,4385
20191028,5860,6170,4774,45706,40243,43693,49147,mon,0,1,0,0,0,0,0,15.7,0.0,0.0,3.5,2.0,0,0,0,0.9910301580761853,10,0,0,0,0,0,0,0,0,0,1,0,0,4750
20191029,5716,5860,6170,43083,37770,45706,43693,tue,0,0,0,0,0,1,0,17.9,0.0,0.0,5.0,3.1,0,0,0,0.8717973154511542,10,0,0,0,0,0,0,0,0,0,1,0,0,4936
20191030,6244,5716,5860,42805,38622,43083,45706,wed,0,0,0,0,0,0,1,16.3,0.0,0.0,4.1,2.7,0,0,0,1.308984405076268,10,0,0,0,0,0,0,0,0,0,1,0,0,5062
20191031,5788,6244,5716,43979,38863,42805,43083,thu,0,0,0,0,1,0,0,16.5,0.0,0.0,3.8,2.4,0,0,0,0.9314137367636698,10,0,0,0,0,0,0,0,0,0,1,0,0,5417
20191101,5078,5788,6244,47027,41770,43979,42805,fri,1,0,0,0,0,0,0,18.3,0.0,0.0,3.6,2.3,0,0,0,0.34352958215414187,11,0,0,0,0,0,0,0,0,0,0,1,0,5434
20191102,4744,5078,5788,48695,42819,47027,43979,sat,0,0,1,0,0,0,0,18.6,0.0,0.0,6.2,2.5,1,0,1,0.06697562773219494,11,0,0,0,0,0,0,0,0,0,0,1,0,5218
20191103,6716,4744,5078,47999,41194,48695,47027,sun,0,0,0,1,0,0,0,17.5,0.28,0.0,3.3,1.7,1,0,1,1.6998031670138696,11,0,0,0,0,0,0,0,0,0,0,1,0,4333
20191104,6327,6716,4744,45989,40854,47999,48695,mon,0,1,0,0,0,0,0,17.3,0.45,0.0,5.6,2.3,0,0,0,1.3777088907559734,11,0,0,0,0,0,0,0,0,0,0,1,0,4690
20191105,5716,6327,6716,44015,38791,45989,47999,tue,0,0,0,0,0,1,0,17.3,0.45,0.0,4.0,2.1,0,0,0,0.8717973154511542,11,0,0,0,0,0,0,0,0,0,0,1,0,5401
20191106,5437,5716,6327,43739,39692,44015,45989,wed,0,0,0,0,0,0,1,15.8,0.0,0.0,3.6,2.1,0,0,0,0.6407836828651567,11,0,0,0,0,0,0,0,0,0,0,1,0,5248
20191107,5514,5437,5716,45552,40592,43739,44015,thu,0,0,0,0,1,0,0,15.9,0.0,0.0,5.3,2.9,0,0,0,0.7045401334354858,11,0,0,0,0,0,0,0,0,0,0,1,0,5357
20191108,5045,5514,5437,47188,42099,45552,43739,fri,1,0,0,0,0,0,0,13.8,0.0,0.0,4.9,3.1,0,0,0,0.3162053890525723,11,0,0,0,0,0,0,0,0,0,0,1,0,5191
20191109,4947,5045,5514,49049,43577,47188,45552,sat,0,0,1,0,0,0,0,14.4,0.0,0.0,5.9,3.1,1,0,1,0.23506081559942615,11,0,0,0,0,0,0,0,0,0,0,1,0,4922
20191110,6517,4947,5045,44819,40611,49049,47188,sun,0,0,0,1,0,0,0,15.5,0.43,2.9,8.4,3.2,1,0,1,1.5350300025528893,11,0,0,0,0,0,0,0,0,0,0,1,0,4382
20191111,5962,6517,4947,43425,38842,44819,49049,mon,0,1,0,0,0,0,0,17.1,0.67,0.0,8.9,5.3,0,0,0,1.0754867549355822,11,0,0,0,0,0,0,0,0,0,0,1,0,4891
20191112,5763,5962,6517,41499,36665,43425,44819,tue,0,0,0,0,0,1,0,14.7,0.0,0.0,4.2,1.8,0,0,0,0.9107135904746019,11,0,0,0,0,0,0,0,0,0,0,1,0,5347
20191113,6025,5763,5962,44244,40385,41499,43425,wed,0,0,0,0,0,0,1,15.0,3.33,1.7,9.7,2.9,0,0,0,1.1276511235840334,11,0,0,0,0,0,0,0,0,0,0,1,0,5208
20191114,5372,6025,5763,45396,40796,44244,41499,thu,0,0,0,0,1,0,0,11.2,0.0,0.0,8.8,4.1,0,0,0,0.5869633025135802,11,0,0,0,0,0,0,0,0,0,0,1,0,5193
20191115,4981,5372,6025,46580,41860,45396,44244,fri,1,0,0,0,0,0,0,12.1,0.0,0.0,4.1,2.0,0,0,0,0.26321301455255847,11,0,0,0,0,0,0,0,0,0,0,1,0,5492
20191116,4838,4981,5372,47289,42226,46580,45396,sat,0,0,1,0,0,0,0,16.0,0.0,0.0,5.2,2.3,1,0,1,0.1448081777790902,11,0,0,0,0,0,0,0,0,0,0,1,0,5207
20191117,6592,4838,4981,43881,39614,47289,46580,sun,0,0,0,1,0,0,0,20.1,1.68,0.0,5.8,2.4,1,0,1,1.5971304414200929,11,0,0,0,0,0,0,0,0,0,0,1,0,4350
20191118,6090,6592,4838,41356,36452,43881,47289,mon,0,1,0,0,0,0,0,13.7,5.42,6.1,9.5,5.5,0,0,0,1.1814715039356098,11,0,0,0,0,0,0,0,0,0,0,1,0,4603
20191119,5632,6090,6592,38980,34113,41356,43881,tue,0,0,0,0,0,1,0,10.6,0.35,0.0,8.1,5.3,0,0,0,0.8022448239198862,11,0,0,0,0,0,0,0,0,0,0,1,0,4933
20191120,5965,5632,6090,41868,37602,38980,41356,wed,0,0,0,0,0,0,1,9.9,0.0,0.0,7.4,3.2,0,0,0,1.0779707724902705,11,0,0,0,0,0,0,0,0,0,0,1,0,5125
20191121,5481,5965,5632,45060,39965,41868,38980,thu,0,0,0,0,1,0,0,13.1,0.0,0.0,7.1,2.8,0,0,0,0.6772159403339162,11,0,0,0,0,0,0,0,0,0,0,1,0,5609
20191122,5019,5481,5965,45039,39906,45060,41868,fri,1,0,0,0,0,0,0,17.1,0.0,0.0,7.1,2.9,0,0,0,0.29467723691194164,11,0,0,0,0,0,0,0,0,0,0,1,0,5543
20191123,4873,5019,5481,45427,39955,45039,45060,sat,0,0,1,0,0,0,0,18.1,0.0,0.0,5.4,2.9,1,0,1,0.1737883825837852,11,0,0,0,0,0,0,0,0,0,0,1,0,4801
20191124,6848,4873,5019,42049,37886,45427,45039,sun,0,0,0,1,0,0,0,17.3,6.13,4.7,6.6,2.7,1,0,1,1.8090999394201481,11,0,0,0,0,0,0,0,0,0,0,1,0,4244
20191125,6520,6848,4873,41175,36029,42049,45427,mon,0,1,0,0,0,0,0,10.1,0.5,0.0,5.8,3.6,0,0,0,1.5375140201075774,11,0,0,0,0,0,0,0,0,0,0,1,0,4841
20191126,5514,6520,6848,38261,32754,41175,42049,tue,0,0,0,0,0,1,0,13.5,11.7,8.2,8.4,2.5,0,0,0,0.7045401334354858,11,0,0,0,0,0,0,0,0,0,0,1,0,5124
20191127,5789,5514,6520,38924,34732,38261,41175,wed,0,0,0,0,0,0,1,11.1,19.3,3.8,7.6,4.6,0,0,0,0.9322417426152325,11,0,0,0,0,0,0,0,0,0,0,1,0,5026
